Call Number:Unit ID:Incident Number:Call Type:Call Date:Watch Date:Received DtTm:Entry DtTm:Dispatch DtTm:Response DtTm:On Scene DtTm:Transport DtTm:Hospital DtTm:Call Final Disposition:Available DtTm:Address:City:Zipcode of Incident:Battalion:Station Area:Box:Original Priority:Priority:Final Priority:ALS Unit:Call Type Group:Number of Alarms:Unit Type:Unit sequence in call dispatch:Fire Prevention District:Supervisor District:Neighborhooods - Analysis Boundaries:Location:RowID
001040236:E02:00030917:Medical Incident:04/13/2000:04/13/2000:"04/13/2000 05:46:10 PM":"04/13/2000 05:47:41 PM":"04/13/2000 05:48:04 PM":"04/13/2000 05:54:39 PM":"04/13/2000 05:56:08 PM":"":"":Other:"04/13/2000 05:56:11 PM":COLUMBUS AV/GREEN ST:SF:94133:B01:28:1266:3:3:3:false:"":1:ENGINE:1:1:3:Chinatown:(37.7994898187705, -122.40901437954):001040236-E02
001040270:M15:00030949:Medical Incident:04/13/2000:04/13/2000:"04/13/2000 08:08:00 PM":"04/13/2000 08:11:17 PM":"04/13/2000 08:12:14 PM":"04/13/2000 08:14:12 PM":"04/13/2000 08:29:38 PM":"04/13/2000 09:15:04 PM":"04/13/2000 09:34:18 PM":Other:"04/13/2000 09:57:22 PM":2100 Block of 29TH AVE:SF:94116:B08:18:7521:2:2:2:true:"":1:MEDIC:1:8:4:Sunset/Parkside:(37.7472428888767, -122.486659143124):001040270-M15
001040276:E10:00030955:Citizen Assist / Service Call:04/13/2000:04/13/2000:"04/13/2000 08:30:06 PM":"04/13/2000 08:30:44 PM":"04/13/2000 08:31:49 PM":"04/13/2000 08:33:37 PM":"04/13/2000 08:35:49 PM":"":"":Other:"04/13/2000 08:41:43 PM":100 Block of PARKER AVE:SF:94118:B07:10:4453:3:3:3:false:"":1:ENGINE:1:7:2:Presidio Heights:(37.7828208961152, -122.454351033841):001040276-E10
001040292:E19:00030969:Medical Incident:04/13/2000:04/13/2000:"04/13/2000 09:25:48 PM":"04/13/2000 09:26:22 PM":"04/13/2000 09:26:52 PM":"04/13/2000 09:28:00 PM":"04/13/2000 09:32:14 PM":"":"":Other:"04/13/2000 09:38:21 PM":200 Block of GONZALEZ DR:SF:94132:B08:19:8423:3:3:3:false:"":1:ENGINE:1:8:7:Lakeshore:(37.7170812139508, -122.475545858001):001040292-E19
001040295:E17:00030972:Medical Incident:04/13/2000:04/13/2000:"04/13/2000 09:47:18 PM":"04/13/2000 09:49:01 PM":"04/13/2000 09:49:13 PM":"04/13/2000 09:50:51 PM":"04/13/2000 09:52:00 PM":"":"":Other:"04/13/2000 09:54:58 PM":KEITH ST/QUESADA AV:SF:94124:B10:17:6551:3:3:3:false:"":1:ENGINE:1:10:10:Bayview Hunters Point:(37.7312317894346, -122.38772939119):001040295-E17
001040309:T14:00030987:Citizen Assist / Service Call:04/13/2000:04/13/2000:"04/13/2000 11:06:04 PM":"04/13/2000 11:06:55 PM":"04/13/2000 11:07:59 PM":"04/13/2000 11:10:52 PM":"04/13/2000 11:14:02 PM":"":"":Other:"04/13/2000 11:23:09 PM":200 Block of 20TH AVE:SF:94121:B07:14:7173:3:3:3:true:"":1:TRUCK:1:7:1:Outer Richmond:(37.7831899010435, -122.479652365289):001040309-T14
001040312:RS2:00030989:Medical Incident:04/13/2000:04/13/2000:"04/13/2000 11:13:22 PM":"04/13/2000 11:13:58 PM":"04/13/2000 11:15:07 PM":"04/13/2000 11:18:32 PM":"":"":"":Other:"04/13/2000 11:19:03 PM":18TH ST/SANCHEZ ST:SF:94114:B05:06:5252:3:3:3:false:"":1:RESCUE SQUAD:2:5:8:Castro/Upper Market:(37.7611554774347, -122.430573567918):001040312-RS2
001050005:E17:00031004:Medical Incident:04/14/2000:04/13/2000:"04/14/2000 12:27:46 AM":"04/14/2000 12:31:31 AM":"04/14/2000 12:31:43 AM":"04/14/2000 12:33:18 AM":"04/14/2000 12:34:45 AM":"":"":Other:"04/14/2000 12:42:50 AM":0 Block of BALDWIN CT:SF:94124:B10:17:6574:3:3:3:false:"":1:ENGINE:1:10:10:Bayview Hunters Point:(37.7296123884626, -122.380730867231):001050005-E17
001050008:M15:00031007:Medical Incident:04/14/2000:04/13/2000:"04/14/2000 12:52:50 AM":"04/14/2000 12:54:39 AM":"04/14/2000 12:54:55 AM":"04/14/2000 12:59:17 AM":"04/14/2000 01:01:52 AM":"":"":Patient Declined Transport:"04/14/2000 01:17:38 AM":0 Block of VALERTON CT:SF:94112:B09:15:8274:3:3:3:true:"":1:MEDIC:1:9:11:Outer Mission:(37.722558001323, -122.439076456269):001050008-M15
001050019:M15:00031015:Medical Incident:04/14/2000:04/13/2000:"04/14/2000 01:40:19 AM":"04/14/2000 01:42:09 AM":"04/14/2000 01:42:50 AM":"":"04/14/2000 01:48:07 AM":"04/14/2000 02:12:18 AM":"04/14/2000 02:21:42 AM":Other:"04/14/2000 02:52:09 AM":100 Block of SADOWA ST:SF:94112:B09:33:8371:3:3:3:true:"":1:MEDIC:2:9:11:Oceanview/Merced/Ingleside:(37.7123626229046, -122.457530975594):001050019-M15
001050023:RA36:00031020:Medical Incident:04/14/2000:04/13/2000:"04/14/2000 02:04:35 AM":"04/14/2000 02:05:26 AM":"04/14/2000 02:06:17 AM":"04/14/2000 02:08:34 AM":"04/14/2000 02:10:49 AM":"":"":Other:"04/14/2000 02:38:54 AM":1100 Block of MARKET ST:SF:94102:B02:27:1551:1:1:2:false:"":1:AIRPORT:1:2:6:Tenderloin:(37.7796660426062, -122.41371122073):001050023-RA36
001050037:E06:00031034:Medical Incident:04/14/2000:04/13/2000:"04/14/2000 05:10:30 AM":"04/14/2000 05:11:31 AM":"04/14/2000 05:11:58 AM":"04/14/2000 05:14:38 AM":"04/14/2000 05:18:24 AM":"":"":Other:"04/14/2000 05:24:00 AM":CENTRAL AV/HAIGHT ST:SF:94117:B05:21:4466:3:3:3:false:"":1:ENGINE:1:5:5:Haight Ashbury:(37.7704263698292, -122.443649086138):001050037-E06
001050056:E12:00031053:Medical Incident:04/14/2000:04/13/2000:"04/14/2000 07:04:29 AM":"04/14/2000 07:05:52 AM":"04/14/2000 07:06:09 AM":"04/14/2000 07:08:05 AM":"04/14/2000 07:11:02 AM":"":"":Other:"04/14/2000 07:15:43 AM":1600 Block of HAIGHT ST:SF:94117:B05:12:4525:3:3:3:false:"":1:ENGINE:1:5:5:Haight Ashbury:(37.7697840925361, -122.449122960735):001050056-E12
001050084:E37:00031081:Alarms:04/14/2000:04/14/2000:"04/14/2000 09:34:46 AM":"04/14/2000 09:35:12 AM":"04/14/2000 09:36:49 AM":"04/14/2000 09:42:27 AM":"04/14/2000 09:43:39 AM":"":"":Other:"04/14/2000 09:56:33 AM":900 Block of INDIANA ST:SF:94107:B10:37:2535:3:3:3:false:"":1:ENGINE:1:10:10:Potrero Hill:(37.7590606251144, -122.391364853933):001050084-E37
001050104:E39:00031099:Citizen Assist / Service Call:04/14/2000:04/14/2000:"04/14/2000 10:25:19 AM":"04/14/2000 10:26:10 AM":"04/14/2000 10:26:22 AM":"04/14/2000 10:31:07 AM":"04/14/2000 10:34:23 AM":"":"":Other:"04/14/2000 10:37:05 AM":300 Block of WEST PORTAL AVE:SF:94127:B08:39:8561:3:3:3:true:"":1:ENGINE:1:8:7:West of Twin Peaks:(37.7372500501099, -122.469774748159):001050104-E39
001050126:M08:00031126:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 11:25:40 AM":"04/14/2000 11:27:03 AM":"04/14/2000 11:35:59 AM":"04/14/2000 11:59:18 AM":"04/14/2000 12:05:03 PM":"04/14/2000 12:14:05 PM":"":Other:"04/14/2000 12:59:02 PM":300 Block of CONNECTICUT ST:SF:94107:B03:37:2462:2:2:2:true:"":1:MEDIC:1:10:10:Potrero Hill:(37.7618775214984, -122.397502364268):001050126-M08
001050143:M17:00031139:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 12:19:34 PM":"04/14/2000 12:20:10 PM":"04/14/2000 12:20:32 PM":"04/14/2000 12:22:15 PM":"04/14/2000 12:24:44 PM":"04/14/2000 12:36:24 PM":"04/14/2000 12:52:28 PM":Other:"04/14/2000 01:18:29 PM":1200 Block of INGALLS ST:SF:94124:B10:17:6572:3:3:3:true:"":1:MEDIC:2:10:10:Bayview Hunters Point:(37.7305663224371, -122.381859307677):001050143-M17
001050150:M36:00031146:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 12:35:53 PM":"04/14/2000 12:36:16 PM":"04/14/2000 12:36:43 PM":"04/14/2000 12:38:00 PM":"04/14/2000 12:40:04 PM":"04/14/2000 12:45:51 PM":"04/14/2000 12:54:34 PM":Other:"04/14/2000 01:17:32 PM":400 Block of VALENCIA ST:SF:94103:B02:06:5226:3:3:3:true:"":1:MEDIC:2:2:9:Mission:(37.7661343875141, -122.421935077177):001050150-M36
001050151:E13:00031147:Alarms:04/14/2000:04/14/2000:"04/14/2000 12:37:03 PM":"04/14/2000 12:37:52 PM":"04/14/2000 12:39:07 PM":"":"04/14/2000 12:41:47 PM":"":"":Other:"04/14/2000 12:56:23 PM":500 Block of CALIFORNIA ST:SF:94104:B01:13:1234:3:3:3:false:"":1:ENGINE:1:1:3:Financial District/South Beach:(37.7927320655845, -122.40413464889):001050151-E13
001050154:M07:00031149:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 12:49:56 PM":"04/14/2000 12:50:44 PM":"04/14/2000 12:51:16 PM":"04/14/2000 12:53:06 PM":"04/14/2000 12:55:53 PM":"04/14/2000 01:02:34 PM":"04/14/2000 01:11:08 PM":Other:"04/14/2000 01:37:30 PM":200 Block of POTRERO AVE:SF:94103:B02:29:2351:3:3:3:true:"":1:MEDIC:1:2:10:Mission:(37.7664376828612, -122.407540732549):001050154-M07
001050164:E16:00031161:Citizen Assist / Service Call:04/14/2000:04/14/2000:"04/14/2000 01:36:19 PM":"04/14/2000 01:37:13 PM":"04/14/2000 01:39:09 PM":"04/14/2000 01:41:36 PM":"04/14/2000 01:43:29 PM":"":"":Other:"04/14/2000 02:09:53 PM":2200 Block of BROADWAY:SF:94115:B04:38:3464:3:3:3:false:"":1:ENGINE:1:4:2:Pacific Heights:(37.7943158335814, -122.434085882991):001050164-E16
001050166:E08:00031162:Alarms:04/14/2000:04/14/2000:"04/14/2000 01:44:05 PM":"04/14/2000 01:44:20 PM":"04/14/2000 01:44:35 PM":"04/14/2000 01:45:47 PM":"04/14/2000 01:48:08 PM":"":"":Other:"04/14/2000 01:50:35 PM":800 Block of 3RD ST:SF:94107:B03:08:2172:3:3:3:false:"":1:ENGINE:1:3:6:Mission Bay:(37.7777952144617, -122.391523076807):001050166-E08
001050253:M10:00031247:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 05:36:10 PM":"04/14/2000 05:37:40 PM":"04/14/2000 05:38:37 PM":"04/14/2000 05:39:37 PM":"04/14/2000 05:42:05 PM":"04/14/2000 05:53:34 PM":"04/14/2000 06:17:13 PM":Other:"04/14/2000 07:10:46 PM":2400 Block of TURK BLVD:SF:94118:B05:21:4564:3:3:3:true:"":1:MEDIC:1:5:1:Lone Mountain/USF:(37.7783909910658, -122.448427563637):001050253-M10
001050267:M15:00031262:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 06:27:25 PM":"04/14/2000 06:28:11 PM":"04/14/2000 06:29:40 PM":"04/14/2000 06:30:52 PM":"04/14/2000 06:44:27 PM":"":"":Other:"04/14/2000 06:46:33 PM":ORIZABA AV/THRIFT ST:SF:94112:B09:33:8415:1:1:2:true:"":1:MEDIC:1:9:11:Oceanview/Merced/Ingleside:(37.7174212080814, -122.46263331106):001050267-M15
001050285:M09:00031276:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 07:16:20 PM":"04/14/2000 07:16:42 PM":"04/14/2000 07:17:27 PM":"":"04/14/2000 07:17:41 PM":"04/14/2000 07:22:18 PM":"04/14/2000 07:26:00 PM":Other:"04/14/2000 07:44:29 PM":2200 Block of JERROLD AVE:SF:94124:B10:09:6411:3:3:3:true:"":1:MEDIC:1:10:10:Bayview Hunters Point:(37.7454233547174, -122.401209234394):001050285-M09
001050286:M01:00031279:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 07:16:36 PM":"04/14/2000 07:17:26 PM":"04/14/2000 07:23:51 PM":"04/14/2000 07:23:59 PM":"04/14/2000 07:31:56 PM":"04/14/2000 07:42:01 PM":"04/14/2000 07:57:25 PM":Other:"04/14/2000 07:57:28 PM":2ND ST/KING ST:SF:94107:B03:08:2154:2:2:2:true:"":1:MEDIC:1:3:6:Mission Bay:(37.7798612849455, -122.389590696951):001050286-M01
001050310:E02:00031302:Alarms:04/14/2000:04/14/2000:"04/14/2000 08:09:25 PM":"04/14/2000 08:10:08 PM":"04/14/2000 08:11:32 PM":"04/14/2000 08:13:19 PM":"04/14/2000 08:15:20 PM":"":"":Other:"04/14/2000 08:20:18 PM":700 Block of BUSH ST:SF:94108:B01:02:1361:3:3:3:false:"":1:ENGINE:2:1:3:Nob Hill:(37.7900012214818, -122.409598797159):001050310-E02
001050328:M35:00031319:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 08:54:34 PM":"04/14/2000 08:55:30 PM":"04/14/2000 08:56:38 PM":"04/14/2000 09:01:08 PM":"":"":"":Other:"04/14/2000 09:03:12 PM":1000 Block of MISSION ST:SF:94103:B03:01:2251:3:3:3:false:"":1:MEDIC:2:3:6:South of Market:(37.7801303744947, -122.409871449933):001050328-M35
001050361:E17:00031350:Medical Incident:04/14/2000:04/14/2000:"04/14/2000 10:24:06 PM":"04/14/2000 10:26:14 PM":"04/14/2000 10:26:25 PM":"04/14/2000 10:27:36 PM":"04/14/2000 10:30:24 PM":"":"":Other:"04/14/2000 11:16:40 PM":700 Block of KIRKWOOD AVE:SF:94124:B10:17:6713:3:3:3:false:"":1:ENGINE:2:10:10:Bayview Hunters Point:(37.7291935618432, -122.374002352858):001050361-E17
001060001:RS1:00031373:Medical Incident:04/15/2000:04/14/2000:"04/15/2000 12:02:51 AM":"04/15/2000 12:03:17 AM":"04/15/2000 12:03:39 AM":"04/15/2000 12:05:16 AM":"04/15/2000 12:07:50 AM":"":"":Other:"04/15/2000 12:09:01 AM":200 Block of JONES ST:SF:94102:B03:01:1456:3:3:3:false:"":1:RESCUE SQUAD:2:2:6:Tenderloin:(37.7834598143872, -122.412571882023):001060001-RS1
001060008:B04:00031379:Structure Fire:04/15/2000:04/14/2000:"04/15/2000 12:38:57 AM":"04/15/2000 12:39:31 AM":"04/15/2000 12:40:20 AM":"04/15/2000 12:43:27 AM":"04/15/2000 12:46:46 AM":"":"":Other:"04/15/2000 12:49:33 AM":800 Block of BUSH ST:SF:94108:B01:41:1446:3:3:3:false:"":1:CHIEF:6:1:3:Nob Hill:(37.7898998860136, -122.411265644258):001060008-B04
001060094:T13:00031464:Alarms:04/15/2000:04/15/2000:"04/15/2000 10:37:33 AM":"04/15/2000 10:38:02 AM":"04/15/2000 10:38:57 AM":"04/15/2000 10:39:42 AM":"04/15/2000 10:41:37 AM":"":"":Other:"04/15/2000 10:51:10 AM":100 Block of CALIFORNIA ST:SF:94111:B01:13:1162:3:3:3:true:"":1:TRUCK:2:1:3:Financial District/South Beach:(37.7933796204253, -122.398184018556):001060094-T13
001060130:M43:00031500:Medical Incident:04/15/2000:04/15/2000:"04/15/2000 01:04:22 PM":"04/15/2000 01:05:12 PM":"04/15/2000 01:05:23 PM":"04/15/2000 01:08:03 PM":"04/15/2000 01:09:46 PM":"04/15/2000 01:37:06 PM":"04/15/2000 01:56:25 PM":Other:"04/15/2000 02:25:38 PM":1700 Block of SUNNYDALE AVE:SF:94134:B09:43:6241:3:3:3:true:"":1:MEDIC:2:9:10:Visitacion Valley:(37.7122553983208, -122.417104410317):001060130-M43
001060132:T13:00031502:Alarms:04/15/2000:04/15/2000:"04/15/2000 01:09:56 PM":"04/15/2000 01:10:57 PM":"04/15/2000 01:11:10 PM":"04/15/2000 01:12:31 PM":"04/15/2000 01:13:34 PM":"":"":Other:"04/15/2000 01:15:52 PM":400 Block of CALIFORNIA ST:SF:94104:B01:13:1234:3:3:3:true:"":1:TRUCK:1:1:3:Financial District/South Beach:(37.7930615497479, -122.401553026249):001060132-T13
001060140:E07:00031510:Structure Fire:04/15/2000:04/15/2000:"04/15/2000 01:29:54 PM":"04/15/2000 01:38:04 PM":"04/15/2000 01:38:20 PM":"04/15/2000 01:38:35 PM":"04/15/2000 01:39:24 PM":"":"":Other:"04/15/2000 01:39:53 PM":17TH ST/VALENCIA ST:SF:94110:B02:07:5247:3:3:3:false:"":1:ENGINE:1:2:9:Mission:(37.7632997692, -122.421731523653):001060140-E07
001060142:M08:00031512:Medical Incident:04/15/2000:04/15/2000:"04/15/2000 01:38:55 PM":"04/15/2000 01:40:32 PM":"04/15/2000 01:40:44 PM":"04/15/2000 01:43:03 PM":"04/15/2000 01:44:41 PM":"04/15/2000 01:58:08 PM":"04/15/2000 02:09:44 PM":Other:"04/15/2000 02:27:44 PM":900 Block of MARKET ST:SF:94103:B03:01:2248:3:3:3:true:"":1:MEDIC:2:3:6:South of Market:(37.7826911213472, -122.409536662692):001060142-M08
001060203:E13:00031572:Structure Fire:04/15/2000:04/15/2000:"04/15/2000 04:49:54 PM":"04/15/2000 04:56:57 PM":"04/15/2000 04:57:06 PM":"04/15/2000 04:57:52 PM":"04/15/2000 04:59:23 PM":"":"":Other:"04/15/2000 05:00:59 PM":CALIFORNIA ST/GRANT AV:SF:94108:B01:13:1314:3:3:3:false:"":1:ENGINE:1:1:3:Financial District/South Beach:(37.7924507523927, -122.405938120147):001060203-E13
001060216:T15:00031585:Other:04/15/2000:04/15/2000:"04/15/2000 05:33:48 PM":"04/15/2000 05:34:25 PM":"04/15/2000 05:34:38 PM":"04/15/2000 05:36:06 PM":"04/15/2000 05:40:19 PM":"":"":Other:"04/15/2000 05:47:34 PM":1100 Block of GENEVA AVE:SF:94112:B09:43:6174:3:3:3:true:"":1:TRUCK:1:9:11:Excelsior:(37.7143029723473, -122.436649093245):001060216-T15
001060221:E05:00031589:Medical Incident:04/15/2000:04/15/2000:"04/15/2000 05:44:36 PM":"04/15/2000 05:45:35 PM":"04/15/2000 05:46:17 PM":"04/15/2000 05:47:33 PM":"04/15/2000 05:49:08 PM":"":"":Other:"04/15/2000 05:54:25 PM":2700 Block of MCALLISTER ST:SF:94118:B05:05:3534:3:3:3:false:"":1:ENGINE:1:7:1:Lone Mountain/USF:(37.7754157859173, -122.457464674061):001060221-E05
001060254:T17:00031621:Structure Fire:04/15/2000:04/15/2000:"04/15/2000 07:49:54 PM":"04/15/2000 07:58:16 PM":"04/15/2000 07:59:20 PM":"04/15/2000 08:00:44 PM":"04/15/2000 08:02:26 PM":"":"":Other:"04/15/2000 08:03:39 PM":1200 Block of LA SALLE AVE:SF:94124:B10:17:0668:3:3:3:false:"":1:TRUCK:2:10:10:Bayview Hunters Point:(37.7320922809256, -122.382788331866):001060254-T17
001060276:E19:00031642:Medical Incident:04/15/2000:04/15/2000:"04/15/2000 08:49:07 PM":"04/15/2000 08:51:04 PM":"04/15/2000 08:51:39 PM":"04/15/2000 08:53:19 PM":"04/15/2000 08:54:44 PM":"":"":Other:"04/15/2000 09:08:39 PM":200 Block of STRATFORD DR:SF:94132:B09:19:8752:3:3:3:true:"":1:ENGINE:1:9:7:West of Twin Peaks:(37.7206744418505, -122.473579319627):001060276-E19
001060279:E05:00031645:Medical Incident:04/15/2000:04/15/2000:"04/15/2000 09:04:55 PM":"04/15/2000 09:07:32 PM":"04/15/2000 09:07:52 PM":"04/15/2000 09:09:11 PM":"04/15/2000 09:11:43 PM":"":"":Other:"04/15/2000 09:14:22 PM":1800 Block of GEARY BLVD:SF:94115:B04:05:3541:3:3:3:false:"":1:ENGINE:1:4:5:Western Addition:(37.7840473873954, -122.433701277792):001060279-E05
001060304:RA07:00031670:Medical Incident:04/15/2000:04/15/2000:"04/15/2000 11:00:15 PM":"04/15/2000 11:00:47 PM":"04/15/2000 11:04:09 PM":"04/15/2000 11:06:07 PM":"04/15/2000 11:09:26 PM":"":"":Other:"04/15/2000 11:12:17 PM":1100 Block of SOUTH VAN NESS AVE:SF:94110:B06:07:5511:2:2:2:false:"":1:AIRPORT:1:6:9:Mission:(37.7547721851074, -122.416421083608):001060304-RA07
001070008:K667:00031690:Medical Incident:04/16/2000:04/15/2000:"04/16/2000 12:33:45 AM":"04/16/2000 12:34:57 AM":"04/16/2000 12:39:19 AM":"04/16/2000 12:39:59 AM":"04/16/2000 12:52:48 AM":"04/16/2000 01:03:13 AM":"04/16/2000 01:10:53 AM":Other:"04/16/2000 01:11:01 AM":ELLIS ST/MARKET ST:SF:94103:B03:01:1322:2:2:2:false:"":1:PRIVATE:1:1:6:South of Market:(37.7857439877905, -122.405831012392):001070008-K667
001070068:B03:00031747:Structure Fire:04/16/2000:04/15/2000:"04/16/2000 05:19:05 AM":"04/16/2000 05:19:41 AM":"04/16/2000 05:20:08 AM":"04/16/2000 05:21:10 AM":"":"":"":Other:"04/16/2000 05:28:52 AM":3RD ST/JESSIE ST:SF:94103:B03:01:2211:3:3:3:false:"":1:CHIEF:10:3:6:Financial District/South Beach:(37.7866782082786, -122.40257522865):001070068-B03
001070123:RA01:00031801:Medical Incident:04/16/2000:04/16/2000:"04/16/2000 10:57:09 AM":"04/16/2000 10:57:54 AM":"04/16/2000 11:00:54 AM":"04/16/2000 11:57:11 AM":"04/16/2000 12:00:58 PM":"":"":Other:"04/16/2000 12:04:25 PM":700 Block of MARKET ST:SF:94108:B03:01:1322:1:1:2:false:"":1:AIRPORT:2:1:3:Financial District/South Beach:(37.7863072236365, -122.405294845215):001070123-RA01
001070138:E11:00031813:Medical Incident:04/16/2000:04/16/2000:"04/16/2000 12:01:35 PM":"04/16/2000 12:02:51 PM":"04/16/2000 12:03:33 PM":"04/16/2000 12:04:43 PM":"04/16/2000 12:07:35 PM":"":"":Other:"04/16/2000 12:13:59 PM":3700 Block of 21ST ST:SF:94114:B06:11:5461:E:E:3:false:"":1:ENGINE:1:6:8:Noe Valley:(37.7562554378701, -122.430937499983):001070138-E11
001070158:RA09:00031836:Medical Incident:04/16/2000:04/16/2000:"04/16/2000 01:09:28 PM":"04/16/2000 01:10:33 PM":"04/16/2000 01:15:43 PM":"04/16/2000 01:17:24 PM":"04/16/2000 01:20:56 PM":"04/16/2000 01:40:01 PM":"04/16/2000 01:53:38 PM":Other:"04/16/2000 02:13:20 PM":5400 Block of 3RD ST:SF:94124:B10:17:6536:1:1:2:true:"":1:AIRPORT:1:10:10:Bayview Hunters Point:(37.7280754569094, -122.392931662742):001070158-RA09
